token,count_total,example_contexts,chapters_seen
catas,2,"—Sa halimbawa ... tungkol sa pamumuhay ng mga bayan ... sa buhay ng pakikipanayam, ang lacad ng pama... | —Saasama ka sa amin sa pag-akyat sa taluctoc ng bundoc,—ang dagdag ng batang lalaki;—iinom ka ng dug...","3,62"
mapagwicaan,2,"¡Hindi nila maipagpaumanhing sila'y mapagwicaan ng cura!... | ¡Maanong macapagsasalita na nga ako hanggang tanghali, mula sa pulpito, na aking macagalitan at mapa...","3,34"
nangagcacawangis,2,"Taglay iyang paglacad na hindi nangagcacawangis ang hacbang, na siyang nagpapakilala sa natitilihan ... | Nalalaman mo, sa pagka't nangagcacawangis ang ganitong mga pahirap sa lahat ng mga bayan....","4,45"
cupas,2,"Yao'y ang mga dating daan at mga dating bahay na may mga pintang puti at azul at mga pader na pinint... | Ang ginoong babae, ayon sa canyang pinagcaratihang huwag gumawa at cakilakilabot; walang pamuti ang ...","39,4"
Sacristia,2,"—ang ibinulong, at nagtuloy siya sa daang Sacristia.... | At naroroon pa nga't nacahiwalay ang bato sa ""acera"" ng linilicuan ng daang San Jacinto at daang Sac...",4
acera,2,"At naroroon pa nga't nacahiwalay ang bato sa ""acera"" ng linilicuan ng daang San Jacinto at daang Sac... | Dalawang araw lamang sunod na uminit, ang mga daa'y naguiguing alaboc ng tumatakip sa lahat, nag-pap...","4,8"
catacatacang,2,"Samantalang pinanonood niya ang catacatacang pananatiling ito ng mga bahay at iba pa sa bayan ng wal... | Puspos ng catacatacang cagandahan si Maria Clara: napawi ang canyang pamumutla, at kung nananatiling...","27,4"
magpacaingat,2,"—¡Bagongtao, magpacaingat kayo!... | Gayon ma'y dapat kayong magpacaingat sa hinaharap na panahon; nakipagtunggali kayo ng paharapan sa m...","37,4"
pagcahiwatig,2,"—ang ibinulong ng militar, na puspos ng habag ang anyo ng pagsasalita, sa canyang pagcahiwatig sa na... | Taglay ng bawa't isa ang canicanicalang inaacalang icagagaling ng sariling pagcabuhay, at sa kanilan...","4,6"
caiclian,2,"Ang walang licat na paghahalihalili, ang capangitan ng asal ng mga matataas na puno, ang mga pagtata... | —ang ipinagpatuloy,—natatandaang kong may isang bato sa tabi; may caiclian ang hucay niyao'y may sak...","13,4"
nagcucumpisal,2,"Binibigyang casalanan siya ni pari Damasong hindi raw siya nagcucumpisal: ng una'y dating hindi siya... | —""Madalas na siya'y natitigagal at anaki'y nakalilimot samantalang nagmimisa; hindi na lubhang nakik...","22,4"
atricion,2,"Bucod sa rito'y totoong dalisay ang capurihan ni Don Rafael, at higuit ang canyang pagcabanal sa mar... | Gamitin mo ang pighating ""contricion"" sa pagka't lalong magaling kay sa ""atricion....","4,44"
nacararagdag,2,"Pinaglilibacan ang culang palad, na pinagbabayaran ng cahihiyan ang nasisingil na buwis, at nalalama... | Ang canyang mga buhoc na nacaliliguid sa mukha niyang tabas itlog ang nacararagdag ng gayong nangang...","4,42"
nanasoc,2,"Nangyari isang araw, na samantalang pinagpipihitpihit niya ang isang papel na ibinigay sa kanya sa i... | Nang ang baya'y wala kung di isang walang halagang tumpoc ng mga dampa, at saganang sumisibol pa sa ...","10,4"
pinagtatadyacan,2,""" Pinagdimlan ng galit, at sa pagka't hindi siya mang-abot, sa kanila'y inihalibas ang canyang basto... | Sumigaw ang cura't binitiwan ang yantoc; humawac ang sacristan mayor ng isang baston at pinalo sa ul...","17,4"
nanglilibac,2,""" Pinagdimlan ng galit, at sa pagka't hindi siya mang-abot, sa kanila'y inihalibas ang canyang basto... | —Ang boong isip ko,—ang ipinagpatuloy ni pari Salvi, na ang anyo'y wari nanglilibac;—ay nalalaman po...","24,4"
pinagwicaan,2,"Napoot sa nangyari, tinacbo ang maniningil na kastila, hinawacan siya sa brazo at pinagwicaan siya n... | Namasid din ng taga bukid na may mga bunga rin ng tingloy (amorseco) ang salawal at ang mga manggas ...","4,55"
vascongado,2,"Ang castilang marahil ang tingin sa lahat ay mapula na, ibinuhat ang kamay, ngunit hindi siya binigy... | —¿Siya po ba'y vascongado?...","4,54"
sinuntoc,2,"Ang castilang marahil ang tingin sa lahat ay mapula na, ibinuhat ang kamay, ngunit hindi siya binigy... | ¿Muli bang sinuntoc ang coadjutor?...","35,4"
periodicong,2,"Isinumbong na siya'y tumatanggap ng ""El Correo de Ultramar"" at ng mga periodicong galing sa Madrid; ... | Kaya nga't ipinalalagay ng mga punong macapangyarihang siya'y isang magaling na tao, cagandagandahan...","4,6"
pinacacain,2,"Ako man, sacali't malaki ang aking casuclaman sa pagluhog sa paggawa ng magaling nino man, humarap a... | —¡Siya nga po; hindi po ako pinacacain ng aking biyanang babae kung di iyong mga buloc at wala ng ca...","4,56"
mapagcandiling,2,"Ako man, sacali't malaki ang aking casuclaman sa pagluhog sa paggawa ng magaling nino man, humarap a... | At ang lahat ng pagsusumicap na ito at itong lahat na pagpapagal ay dahil sa panauhing kilala o hind...","26,4"
cahatulang,2,"At ng matatapos na ang lahat, ng malapit ng tamuhin niya, ang cahatulang siya'y walang casalanan, at... | —Kahi't anong dami ng mga kinacatawan ng Dios sa lupa'y hindi mangyayari, sa macatuwid baga'y hindi ...","33,4"
pagcalagot,2,Dumating ako upang mapanood ang pagcalagot ng canyang hininga.... | Ngunit ng makita niya ang dugong pumapaligo sa noo ng bata'y siya'y nacasigaw niyang tinig na wari'y...,"17,4"
cuerdas,2,"Totoong maliwanag, sa caramihan ng ilaw, ang catapat na bahay sa cabilang ibayo, at dumarating hangg... | ¡pinaglalaruan ang iyong puso ng mga magagaspang na mga kamay na hindi nacakikilala ng canyang mga m...","36,5"
cahimahimalang,2,"—Kung hindi totoong gulo ang canyang isip, at kung siya sana'y maibiguing macaalam ng mga ginagawa n... | Macailang ang boong isip ko'y aking naririnig ang mga tunog ng iyong piano at ang mga tinig ng iyong...","5,7"
carikitdikitang,2,"—Kung hindi totoong gulo ang canyang isip, at kung siya sana'y maibiguing macaalam ng mga ginagawa n... | Sumusunod sa kanilang licuran ang mga cirial na pilac, ang caguinoohan ng bayan, ang mahahalagang mg...","28,5"
nangapupucaw,2,"—Kung hindi totoong gulo ang canyang isip, at kung siya sana'y maibiguing macaalam ng mga ginagawa n... | Nangagliliparan ang mga ibong nangapupucaw sa kanilang pagtulog; nangagpapalipatlipat sa sa isa't is...","5,54"
pagcagandagandang,2,"Na sa tabi ng diosang iyon si pari Damaso, at si pari Damaso'y ngumingiting katulad ng isang nasacal... | —Ayawan kung ano ang dahil ng pagcacagayon, sumusunod doon si Santa Maria Magdalena, na pagcagandaga...","38,5"
cumikislap,2,"Na sa tabi ng diosang iyon si pari Damaso, at si pari Damaso'y ngumingiting katulad ng isang nasacal... | ""¡Nagniningning at cumikislap ang altar, malapad ang malaking pinto, ang hangin ang sasacyan ng sant...","31,5"
camukha,2,"¡ang binata'y camukha niya at canyang pangalan ang pangalang ipinangungusap na casabay ang tangis!... | Tingnan na nga lamang ninyo ang aking si Andoy, ¡tingnan ninyo siya kung di camukha na ni San Vicent...","34,5"
nacasisira,2,"Ang bao ng canyang ulong bilog, maliit at nalalaganapan ng buhoc na casing itim ng luyong, mahaba sa... | Ang mga pamamalo, sa halimbawa, na buhat sa caunaunahang mula'y siyang saguisag ng mga escuelahan, a...","19,6"
Capampangan,2,"Ipinalalagay na siya'y isa sa mga lalong mga mayayamang ""propietario"" sa Binundoc, at isa sa lalong ... | Sa Binundoc, sa Capampangan at sa bayan ng San Diego: pagka magsasabong ng manoc na may malalaking p...",6
ipinagcacatiwala,2,""" Casundo niya ang lahat ng mga pinuno, matalino, magaling makibagay at may pagcapangahas, pagka nau... | Hindi naghahangad ang Gobiernong siya'y magtamo sa hinaharap na panahon ng sariling lacas na sagana,...","25,6"
macababasa,2,"Lumalang ang Dios, sa canyang walang hanggang cabaitan, ng mga dukha, sa iguiguinhawa ng mga mayayam... | Kung mababasa ng mga tao ngayon ang aking mga sinusulat ay kanilang susunuguin ang aking mga aclat, ...","25,6"
cadalasa'y,2,"Datapwat ang totoong lalo niyang pinangangacuan at guinaganapan ng mga pangaco ay ang Virgen sa Anti... | Ang lahat ng caculangan ng canyang mga nasasacop, ang cadalasa'y pinarurusahan ng mga ""multa""; sa pa...","11,6"
capilla,2,"Ang pintuang iyan ng salas, na natatacpan ng isang tabing na sutla ay siyang daang patungo sa isang ... | Ipinagtatayo ng mga taga Egipto ng mga palacio ang mga patay, ang mga musulman nama'y ipinagpapagawa...","12,6"
Vicente,2,"Napapanood din doon ang isang San Antonio Abad, na may isang baboy sa tabi, at ang isip ng carapatda... | Tingnan na nga lamang ninyo ang aking si Andoy, ¡tingnan ninyo siya kung di camukha na ni San Vicent...","34,6"
macapagsasaysay,2,¿Sino ang macabibilang sa hucbong iyon ng mga larawan at macapagsasaysay ng mga canicanyang tungo't ... | ¿Sino ang macapagsasaysay ng nangyari sa cariliman ng silid na tulugan?...,"39,6"
nanglilisic,2,"Gayon ma'y sasabihin din namin ang isang magandang San Miguel, na kahoy na dinorado at pinintahan, h... | Lumapit sa kanya si pari Salvi na nanglilisic ang mga mata sa galit, itinuro sa kanya ang lansangan ...","43,6"
caliwang,2,"Gayon ma'y sasabihin din namin ang isang magandang San Miguel, na kahoy na dinorado at pinintahan, h... | Bumati sa kanya ng boong capacumbabaan ang isang maliit na lalaking nacasuut ng lucsa at may isang m...","41,6"
calasag,2,"Gayon ma'y sasabihin din namin ang isang magandang San Miguel, na kahoy na dinorado at pinintahan, h... | Kung ikaw ay naging asawa niya, tatangis ka pagkatapos, dahil sa calagayang pagka inianac dito ng as...","6,61"
acma,2,"Gayon ma'y sasabihin din namin ang isang magandang San Miguel, na kahoy na dinorado at pinintahan, h... | Hinuhudyatan ni kapitang Basilio ang bata upang sa kanya'y sabihin kung paano ang marapat na paggala...","20,6"
sacsi,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta... | —¡Ang matibay at tangi, sacsi ko ang pangalan ng aking ama!...","6,60"
nangaco,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta... | Datapwat siya'y pinacaaalagaan ng canyang mga caibigang babae, ng canyang ama at ng canyang tia; nag...","44,6"
pagcapaco,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta... | —Naalis ang pagcapaco ng cabaong, umaalingasaw ... at mapilitan cang pasanin mo ang cabaong na iyon,...","12,6"
canang,2,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta... | at o ng paghinto dakilang iniunat niya ang canyang canang kamay sa dakong altar at tumitig sa Alcald...","31,6"
kinumpascumpas,2,"hindi ba nababasa ni Kapitang Tiago sa isang maliit na librong hindi pa nalalaong inilalathala, tung... | Walang sinabing ano man lamang salita ang santo; ngunit naacala o inacala ng sumulat ng librito, na ...",6
castillero,2,"Kinalulugdan ng mga cura, iguinagalang ng mga sacristan, sinusuyo ng magcacandilang insic at ng mga ... | Ipagawa natin sa mga castillero sa Malabon....","20,6"
Oficial,2,"Walang cayang umisip ng ano mang bagong bagay, nagagalac na sa canyang casalucuyang pamumuhay, kaila... | Siya'y na pa sa Pilipinas na ang catungcula'y Oficial Quinto sa mga Aduana, datapwat totoong napacal...","42,6"
Malacanyang,2,"Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa a... | Hindi nga naman naparoon ang teniente sa Malacanyang; ngunit naalaman din ng Capitan General ang nan...","6,9"
cahangahanga,2,"Sa dalawang taong canyang pangangapita'y nacasira siya ng sampong frac, sampong sombrerong de copa a... | Diyan magsasaysay ng mga cahangahanga ang comediang Tundo, at makikipag-unahan sa mga dios sa cababa...","26,6"
nacababagabag,2,"Ngunit hindi nacababagabag ng canyang pagtulog ang lahat ng ito; hindi nacaliligalig ng canyang cata... | ""Alinsunod nga sa aming sinasaysay, napanood namin ang isang nangyaring lubhang nacapagtuturo at nac...","28,6"
mapanghawacan,2,"Hinihintay ni Kapitang Tiago na bawa't araw ay titiguil ng paghinga ang matandang babaeng ito, o mat... | Liban na lamang sa ilang mga talatang may culabong pananalita, na isinulat ng binatang ito sa isang ...","59,6"
napacaramot,2,"Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din na... | —At ako,—ang sinabi naman ng isang babae, na umagaw ng pananalita sa payat;—ang asawa ni kapitang Ti...","58,6"
nagcagugol,2,"Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din na... | Ito'y isang culang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siy...","11,6"
caligayahang,2,"Ng magtatamo na si Santiago ng caligayahang siya'y tawaguing ""logico"", sa macatuwid baga'y ng siya'y... | Ngunit hindi pinapansin ng binata ang caligayahang itong inihahandog sa canyang pagbalic sa lumang b...","13,6"
macasal,2,"Naguiguing isang gawang dapat sisihin ang malabis nilang pag-susumakit sa pagpaparami ng cayamanan, ... | kung macasal na sila'y ipag-uutos na niyang huwag gumamit; na marami ng culubot ang balat, ngunit an...","42,6"
azucena,2,"Ang mga fraile ma'y linalaro siya pagka isinasama sa mga procesiong puti ang pananamit, nalalala sa ... | Na sa canyang siping ang canyang dalawang caibigang babae at si Andeng na may babae na isang sanga n...","42,6"
pagcamaramdamin,2,"Sa calagayang iyang pagbabagong anyo, puspos ng mga talinghaga at ng pagcamaramdamin ang puso, pumas... | Marahil mamangha po kayo sa aking pagcamaramdamin, ngunit kung kayo'y malagay sa aking catayua'y iny...","19,6"
conventong,2,"Doon sa conventong iyong sacali't nakikipanayam sa mundo'y sa pamamag-itan ng mga rejang lambal, at ... | Nagdaan sila sa harapan ng conventong tahanan ng cura, na ang katotohanan ay hindi sahol sa mga iban...","27,6"
pinagcayarian,2,"Taglay ng bawa't isa ang canicanicalang inaacalang icagagaling ng sariling pagcabuhay, at sa kanilan... | Naalaman niya, sa pamamag-itan ng telegramang inihandog sa canyang anak na babaeng si Sinang, na nat...","27,6"
Ancora,2,"Maagang nangagsimba ng umagang iyon si tia Isabel at si Maria Clara: mainam na totoo ang pananamit n... | Hala, ¿ibig mo bang dalhin ko rito sa iyo ang ""Ancora"", ang ""Ramillete"" o ang ""Matuwid na landas ng ...","44,7"
pagcainip,2,Ngayo'y nacapag-agahan na tila at nililibang ni Maria Clara ang canyang pagcainip sa paggawa ng isan... | Sa nais ni Ibarrang malibang ang canyang pagcainip sa paghihintay ng oras na macapagpapaliwanagan ka...,"54,7"
nacasagot,2,"Namula si Mariang tulad sa ""amapola"" pagcarinig niya nitong huling pangalan, at hindi nacasagot.... | Si Fr. Salving namutla, at nangatal ng mabasa niya ang mga damdaming nalalarawan sa mukha ng binata'...","13,7"
pagcahibang,2,"Sa pagcahibang sa towa ay hinagcan niya ang santong sa kanya'y nalalapit, si San Antonio Abad; santo... | Mahabang araw at malulungcot na mga gabi ang guinawang pagtatanod sa ulunan ng hihigan; nabinat si M...","44,7"
halica,2,"—¡Hala, maghusay ka, halica!... | ¡halica at huwag cang magpahintay!...",7
cataohang,2,"Sa mga sandaling yaon, pagka nagcacawatasan ang dalawang linikhang sumasaligaya sa kilos ng mga bali... | Pagka ako'y naghihingalo na, ihahandog ko sa kanya ang aking cataohang walang camunti mang tacot; ga...","14,7"
alicaboc,2,"At pagkatapos, sa pagtacas ng dalawang nagsisintahan sa ""plumero"" ng tia Isabel na nagpapabangon sa ... | Nang mapawi-pawi na ang sumilacbong alicaboc, nakita nilang nacatayo si Ibarra sa gitna ng mga cahab...","32,7"
cabello,2,"At pagkatapos, sa pagtacas ng dalawang nagsisintahan sa ""plumero"" ng tia Isabel na nagpapabangon sa ... | Ang langit ay azul: nagpapagalaw ng mga dahon at ng mga bulaclac ng halamang gumagapang ang isang ma...",7
cayabangan,2,"Nang magpasimula'y wala silang pinagsalitaanan kung di pawang mga cahalingan—iyang mga cahalingang t... | ¿Sino ang pumipilit sa aking ako'y maghambog, magsabi ng mga cabulastugan, magpakita ng mga cayabang...","51,7"
nacapagpapacunot,2,Nang magpasimula'y wala silang pinagsalitaanan kung di pawang mga cahalingan—iyang mga cahalingang t... | Hindi nacapagpapacunot ng alin mang bahagui ng canyang mukha ang masasayang tawanan at mga biruan ng...,"23,7"
pagcaramiraming,2,"¡Pagcaramiraming malalaking mga ciudad na may pagcaramiraming magagandang mga babae!...... | —Naroo't nakikipag-usap kay Pedro,—ang idinugtong ni Bruno;—¡binibigyan siya ng salapi, pagcaramiram...","46,7"
caaliwan,2,"Laguing casamasama ko ang pag-aalaala ko sa iyo; iniligtas ako sa mga panganib ng paglalacad maguing... | Naliwanagan ko rin namang pagka napapalo ang isa, nagtatamong caaliwan pagka napapalo naman ang mga ...","19,7"
nacatanaw,2,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala... | Tila mandin nababagot si Ibarra at ang binatang piloto'y nacatanaw sa malayo at hindi cumikilos....","23,7"
pagbubucang,2,"Sa mga panaguimpan ko'y nakikita ko ikaw na nacatindig sa tabing dagat ng Maynila, nacatanaw sa mala... | Yaong lahat na mga panaguinip na calugodlugod, yaong mga pagaalagang tumagal ng mahabang panahon, mu...","46,7"
carikitang,2,"Sa aking sapantaha'y ikaw ang ""hada"", ang espiritu, ang caayaayang kinacatawan ng aking Bayang kinag... | Kilala na po ninyo ang ating mga artistang si na Ratia, Carvajal at Fernandez; kami lamang ang nacau...","28,7"
naglacad,2,"Kung minsa'y naliligaw ako sa mga landas ng mga cabunducan, at ang gabing doo'y untiunti ang pagdati... | Humintong hindi cumikilos, nagaalinlangan; humakbang ng ilan at anaki'y ibig sumunod sa mga dalaga, ...","24,7"
